id,delinq_2yrs,earliest_cr_line2,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
655164,0,2003-10-01,1,NA,NA,9,0,6186,0.687,18,9650,9650,7000,2650,0,0,0,2016-03-01,1,2016-05-01
655197,0,1996-02-01,2,50,55,4,1,0,0,25,6672,6672,5525,1147,0,0,0,2014-02-01,206,2014-01-01
655264,0,1995-07-01,1,NA,NA,11,0,38451,0.612,27,13527,13496,11000,2527,0,0,0,2013-11-01,5923,2013-11-01
655284,0,1998-11-01,0,NA,NA,4,0,19027,0.996,31,9481,9481,8000,1481,0,0,0,2013-03-01,3052,2015-12-01
655306,0,1997-11-01,3,NA,NA,6,0,6514,0.571,10,11612,11598,10000,1596,16.13000001,0,0,2013-09-01,1946,2016-05-01
655334,0,2001-01-01,0,50,NA,6,0,2156,0.49,17,5511,5511,5000,511,0,0,0,2013-02-01,594,2013-02-01
655357,0,1998-09-01,3,NA,NA,7,0,8030,0.157,19,23347,22763,20000,3347,0,0,0,2013-04-01,6325,2014-02-01
655370,0,1997-10-01,0,31,NA,10,0,931,0.124,21,3659,3659,3500,159,0,0,0,2011-08-01,3098,2011-08-01
655377,0,1997-08-01,0,47,NA,16,0,0,0,29,16255,16255,16000,255,0,0,0,2011-04-01,15743,2011-03-01
655383,0,1991-07-01,0,NA,NA,10,0,18245,0.423,34,17620,17014,15250,2370,0,0,0,2014-02-01,517,2014-02-01
655392,0,1996-01-01,0,NA,NA,3,0,12297,0.814,8,5614,5614,5000,614,0,0,0,2014-02-01,200,2015-11-01
655520,0,1995-01-01,0,NA,NA,8,0,3159,0.547,21,8829,8829,6000,2829,0,0,0,2015-06-01,1076,2015-07-01
655533,0,1999-04-01,1,36,NA,11,0,15196,0.485,29,20437,20437,15000,5437,0,0,0,2014-05-01,6927,2016-05-01
655601,0,1996-11-01,1,NA,NA,12,0,28414,0.618,20,9822,9793,8500,1322,0,0,0,2014-02-01,293,2016-05-01
655604,0,1989-12-01,1,NA,NA,6,0,48286,0.985,35,23071,23071,20000,3071,0,0,0,2012-02-01,15184,2016-04-01
655646,0,1996-10-01,2,NA,NA,11,0,13254,0.532,30,16526,16526,12000,4526,0,0,0,2015-11-01,1088,2015-11-01
655655,0,1998-11-01,0,NA,NA,6,0,2140,0.428,16,10788,10788,10000,788,0,0,0,2013-01-01,4127,2013-02-01
655674,0,1997-10-01,1,NA,NA,3,0,4443,0.899,5,5625,5625,5000,625,0,0,0,2013-02-01,284,2013-02-01
655675,0,1991-01-01,0,NA,NA,16,0,10036,0.075,42,10433,10433,10000,433,0,0,0,2012-01-01,7425,2012-01-01
655691,0,1998-11-01,0,NA,NA,4,0,5139,0.275,17,10853,10582,8091,2331,0,433,5,2012-06-01,653,2012-10-01
655730,0,1998-02-01,0,NA,NA,10,0,556,0.018,21,27294,27260,20000,7294,0,0,0,2015-10-01,2300,2015-10-01
655752,0,2001-02-01,0,NA,NA,10,0,20823,0.841,17,37392,37355,25000,12392,0,0,0,2016-02-01,624,2016-01-01
655764,0,2004-02-01,1,NA,NA,12,0,5459,0.331,20,23822,23792,20000,3822,0,0,0,2013-04-01,5202,2016-03-01
655822,0,1986-05-01,1,NA,NA,24,0,34971,0.839,46,9806,9806,7000,2806,0,0,0,2015-12-01,486,2015-12-01
655857,0,1996-09-01,0,NA,NA,8,0,83622,0.293,17,27483,26878,25000,2483,0,0,0,2012-04-01,49,2015-01-01
655882,0,1999-02-01,3,NA,NA,10,0,2125,0.299,35,4787,4787,4200,587,0,0,0,2012-10-01,3112,2012-11-01
655887,0,1993-11-01,0,NA,NA,5,0,11009,0.51,11,16188,16160,14500,1688,0,0,0,2014-02-01,470,2015-08-01
655892,0,1996-06-01,0,32,NA,4,0,7153,0.786,15,7300,7300,6450,850,0,0,0,2012-10-01,3327,2012-09-01
655893,0,1995-11-01,1,68,NA,12,0,5751,0.183,22,5270,5270,5000,270,0,0,0,2011-12-01,3878,2015-06-01
655940,1,2004-04-01,0,16,NA,7,0,3036,0.893,15,4647,4647,4000,647,0,0,0,2014-02-01,146,2016-02-01
655951,0,2001-03-01,0,NA,NA,7,0,27555,0.858,22,8980,8980,8000,980,0,0,0,2014-03-01,273,2016-05-01
655958,0,1994-01-01,2,NA,NA,5,0,9767,0.977,33,12956,12930,8289,4064,0,604,7,2012-04-01,884,2012-09-01
655990,0,2000-03-01,1,NA,NA,7,0,1067,0.039,14,13409,13409,12500,909,0,0,0,2012-06-01,6843,2012-06-01
655993,0,2005-02-01,0,NA,NA,3,0,5928,0.697,8,77,77,57,20,0,0,0,2011-03-01,77,2016-05-01
656002,0,1997-09-01,5,NA,NA,18,0,26067,0.495,47,7850,7850,7000,850,0,0,0,2014-02-01,96,2014-01-01
656009,0,1995-05-01,3,72,NA,10,0,17586,0.579,41,1610,1593,333,301,0,977,342,2011-04-01,319,2016-05-01
656013,0,1986-12-01,0,NA,NA,11,0,18808,0.573,16,14579,14549,12000,2579,0,0,0,2013-08-01,7060,2014-03-01
656039,0,1994-06-01,0,NA,NA,10,0,43631,0.67,21,16535,16483,16000,535,0,0,0,2011-06-01,14981,2011-06-01
656053,0,2004-12-01,0,NA,NA,4,0,4316,0.474,7,10728,9106,10000,728,0,0,0,2012-07-01,3269,2014-05-01
656055,0,1998-11-01,0,50,NA,10,0,3578,0.431,24,5520,5520,3175,2326,0,20,7,2013-09-01,179,2016-05-01
656057,0,2000-10-01,1,NA,NA,21,0,7683,0.147,34,3708,3701,2626,603,0,480,11,2011-10-01,406,2012-02-01
656074,0,1991-12-01,0,NA,NA,8,0,55132,0.753,25,15244,15191,14400,844,0,0,0,2012-01-01,4583,2016-03-01
656081,0,1995-12-01,0,NA,NA,16,0,22806,0.367,40,22790,22790,17425,5365,0,0,0,2016-02-01,380,2016-05-01
656096,0,1996-12-01,0,NA,NA,11,0,9274,0.155,19,10859,10805,10000,859,0,0,0,2014-02-01,326,2016-05-01
656099,1,1999-10-01,0,23,102,4,1,1029,0.857,22,5717,5717,4800,917,0,0,0,2013-03-01,1839,2016-01-01
656137,0,1998-07-01,0,40,NA,4,0,3845,0.961,11,10783,10783,10000,783,0,0,0,2012-03-01,1654,2012-03-01
656144,0,1996-11-01,1,NA,NA,9,0,15999,0.215,26,14762,14762,13600,1162,0,0,0,2012-09-01,23,2016-05-01
656152,0,2001-07-01,0,NA,NA,7,0,3198,0.955,8,8688,8688,6000,2688,0,0,0,2016-02-01,145,2016-02-01
656157,2,1986-11-01,3,6,NA,6,0,6918,0.558,27,4765,4765,2686,1809,0,270,3,2013-05-01,161,2013-10-01
656165,0,2000-07-01,1,NA,NA,14,0,2689,0.213,19,12590,12590,10000,2590,0,0,0,2014-02-01,371,2014-02-01
656171,0,1996-12-01,1,NA,NA,11,0,28615,0.948,26,25101,25101,20000,5101,0,0,0,2013-10-01,3452,2013-12-01
656202,0,1996-07-01,1,NA,NA,9,0,3424,0.235,28,22685,22651,16800,5885,0,0,0,2014-11-01,5739,2014-11-01
656207,0,1993-01-01,3,NA,94,14,1,30532,0.787,32,14042,14042,10000,4042,0,0,0,2015-02-01,2898,2016-05-01
656213,0,1996-12-01,1,NA,NA,12,0,60689,0.565,43,15345,15313,12000,3345,0,0,0,2014-09-01,4388,2014-09-01
656215,0,2005-12-01,0,NA,NA,5,0,9001,0.612,8,5356,5356,5000,356,0,0,0,2012-11-01,105,2012-10-01
656227,2,1988-06-01,2,10,NA,16,0,10767,0.392,30,7440,7440,6000,1440,0,0,0,2014-02-01,214,2014-10-01
656243,0,1997-03-01,1,25,NA,9,0,15702,0.368,24,9394,9394,8000,1394,0,0,0,2014-02-01,273,2014-02-01
656251,1,1998-01-01,0,23,NA,9,0,14172,0.783,22,18061,18061,15000,3061,0,0,0,2013-10-01,2507,2016-05-01
656256,0,2000-12-01,0,NA,NA,11,0,30481,0.663,18,8974,8946,8000,974,0,0,0,2013-07-01,260,2016-05-01
656269,0,1993-03-01,0,NA,NA,11,0,20831,0.239,34,11737,11710,10750,987,0,0,0,2014-02-01,365,2015-02-01
656273,0,2003-09-01,1,NA,NA,7,0,16898,0.955,11,8663,8663,3823,3957,0,884,9,2013-09-01,44,2014-01-01
656292,0,2001-10-01,4,NA,NA,10,0,5774,0.214,23,6663,6663,6000,663,0,0,0,2014-02-01,194,2016-02-01
656295,1,2001-10-01,0,8,NA,4,0,3573,0.76,21,17468,17438,15000,2468,0,0,0,2012-02-01,9494,2012-02-01
656300,0,1999-10-01,2,NA,NA,11,0,8098,0.6,20,1540,1535,741,799,0,0,0,2011-10-01,194,2016-05-01
656302,0,1985-12-01,6,NA,NA,14,0,20111,0.612,37,8947,8312,7750,1197,0,0,0,2013-07-01,1965,2016-05-01
656304,0,1988-03-01,1,NA,NA,6,0,16438,0.889,18,12786,12786,10000,2786,0,0,0,2013-09-01,5913,2016-05-01
656308,0,2004-10-01,1,NA,NA,7,0,9697,0.843,16,14222,14222,12000,2222,0,0,0,2013-03-01,4583,2016-05-01
656319,0,1978-11-01,0,NA,NA,5,0,4470,0.161,10,8735,8717,8000,735,0,0,0,2014-02-01,269,2014-01-01
656389,0,1995-06-01,2,NA,NA,7,0,8338,0.15,30,35906,35870,25000,10906,0,0,0,2016-02-01,599,2016-02-01
656399,0,2002-09-01,1,NA,NA,4,0,5472,0.842,6,9445,9445,8000,1445,0,0,0,2014-02-01,317,2014-02-01
656423,0,1989-08-01,0,77,NA,11,0,10161,0.42,24,15038,15038,11000,4038,0,0,0,2016-02-01,250,2016-05-01
656425,0,1994-10-01,2,NA,NA,14,0,39474,0.556,36,43791,43755,30000,13792,0,0,0,2016-03-01,730,2016-03-01
656487,0,1994-06-01,1,NA,NA,10,0,19298,0.723,25,22086,22086,18000,4086,0,0,0,2014-02-01,642,2014-01-01
656493,1,1997-01-01,1,2,NA,9,0,7385,0.547,38,8178,8178,8000,178,0,0,0,2011-05-01,2,2013-03-01
656520,0,1997-01-01,0,NA,NA,6,0,9367,0.42,23,28892,28314,25000,3892,0,0,0,2013-02-01,9342,2016-05-01
656522,0,1998-04-01,2,NA,116,9,1,10017,0.842,22,11928,11898,10000,1928,0,0,0,2013-08-01,832,2016-05-01
656642,0,2002-09-01,3,NA,NA,6,0,15860,0.721,16,979,978,437,543,0,0,0,2011-04-01,491,2016-05-01
656652,1,1993-12-01,0,12,NA,6,0,20087,0.947,14,25033,25033,20000,5033,0,0,0,2013-12-01,2066,2013-12-01
656660,0,1991-01-01,0,NA,NA,6,0,3258,0.74,13,5356,5356,5000,356,0,0,0,2012-05-01,3200,2015-04-01
656790,0,1990-11-01,1,NA,95,19,1,8589,0.459,43,5441,5417,2642,2306,0,495,5,2012-09-01,262,2013-02-01
656792,0,1994-01-01,0,NA,NA,7,0,59089,0.526,13,13397,13397,12000,1397,0,0,0,2014-02-01,388,2014-02-01
656799,0,1995-06-01,2,58,NA,21,0,15447,0.456,30,29588,29558,24250,5338,0,0,0,2012-12-01,11725,2015-05-01
656828,1,2000-08-01,0,17,NA,7,0,12407,0.84,12,15482,15482,6986,7355,0,1142,12,2014-03-01,400,2014-07-01
656846,0,1970-01-01,3,NA,NA,15,0,15360,0.483,22,8089,8089,7000,1089,0,0,0,2014-02-01,241,2016-05-01
656851,0,1990-04-01,0,NA,NA,14,0,58504,0.309,34,17332,16754,15000,2332,0,0,0,2014-02-01,504,2014-02-01
656858,0,1999-04-01,1,NA,NA,8,0,13584,0.496,22,12170,12142,11000,1170,0,0,0,2013-04-01,3656,2013-04-01
656864,2,1993-06-01,2,2,NA,11,0,3717,0.224,61,6736,6736,6000,736,0,0,0,2014-02-01,233,2014-10-01
656877,0,1998-05-01,0,NA,NA,17,0,8628,0.342,22,10222,10222,9250,972,0,0,0,2011-10-01,8638,2014-05-01
656918,0,2004-11-01,2,NA,NA,13,0,8471,0.756,18,14026,14026,6138,6609,0,1281,13,2013-11-01,40,2014-03-01
656937,1,1991-08-01,3,18,NA,15,0,16220,0.616,29,4672,4643,4000,657,15,0,0,2013-09-01,767,2016-05-01
656945,0,1999-04-01,3,77,NA,10,0,12858,0.538,23,1007,1007,538,470,0,0,0,2011-10-01,127,2016-05-01
656964,0,1991-01-01,1,NA,NA,6,0,1664,0.145,20,5241,5214,4800,441,0,0,0,2014-02-01,167,2016-05-01
656967,0,1991-01-01,3,NA,NA,11,0,9336,0.718,16,10566,10566,8750,1816,0,0,0,2014-02-01,329,2015-08-01
657003,0,2000-04-01,2,58,110,10,1,6014,0.439,25,1382,1382,1200,182,0,0,0,2012-06-01,769,2016-05-01
657010,0,2003-07-01,0,54,NA,11,0,779,0.075,17,11813,11813,10000,1797,16.4,0,0,2013-12-01,1020,2016-05-01
657025,0,1976-12-01,8,NA,NA,11,0,2415,0.056,20,19982,19874,13800,6182,0,0,0,2016-02-01,333,2016-02-01
657031,0,1994-05-01,0,44,NA,9,0,5768,0.234,29,25550,25514,18000,7550,0,0,0,2014-08-01,7474,2016-05-01
657036,0,2003-04-01,0,NA,NA,7,0,7684,0.711,14,10628,10628,10000,628,0,0,0,2012-02-01,7225,2012-02-01
657037,0,1988-08-01,2,NA,NA,12,0,23719,0.447,42,21136,21078,18000,3136,0,0,0,2014-02-01,624,2014-02-01
657043,0,1996-12-01,2,74,NA,12,0,8588,0.803,22,11043,11012,9000,2043,0,0,0,2014-02-01,322,2015-07-01
657044,0,1997-10-01,0,NA,NA,13,0,57349,0.413,32,19349,19349,15000,4349,0,0,0,2014-02-01,7513,2014-01-01
657052,0,2000-09-01,0,35,NA,11,0,14547,0.851,21,15692,15664,14000,1692,0,0,0,2012-06-01,8831,2015-06-01
657053,0,2000-11-01,1,NA,NA,7,0,31386,0.773,21,3423,3423,2704,547,0,172,3,2012-05-01,219,2012-10-01
657058,0,2007-05-01,1,NA,NA,7,0,4061,0.257,14,4831,4831,4000,831,0,0,0,2014-02-01,147,2014-02-01
657067,0,2001-03-01,3,29,NA,8,0,2347,0.403,14,6811,6811,4800,2011,0,0,0,2014-10-01,1801,2016-04-01
657075,0,2000-05-01,0,NA,NA,4,0,4984,0.953,22,13974,13946,12150,1824,0,0,0,2013-03-01,4522,2015-11-01
657093,0,2001-02-01,0,NA,NA,7,0,7723,0.266,19,13352,13324,12000,1352,0,0,0,2013-08-01,2583,2016-05-01
657107,1,2004-11-01,0,11,NA,5,0,0,0,17,5193,5193,4000,1193,0,0,0,2015-11-01,223,2016-04-01
657132,0,2007-08-01,1,NA,NA,3,0,1485,0.55,3,3881,3881,3000,866,14.99999999,0,0,2014-03-01,53,2014-03-01
657142,0,1999-08-01,1,44,NA,5,0,365,0.099,18,17422,17393,15000,2422,0,0,0,2013-05-01,4722,2013-10-01
657167,0,2002-11-01,1,NA,NA,3,0,117,0.01,8,15038,15038,11000,4038,0,0,0,2016-02-01,250,2016-02-01
657172,0,2000-10-01,1,NA,NA,14,0,17789,0.31,23,18184,18184,13250,4934,0,0,0,2015-07-01,2233,2016-04-01
657197,0,1998-11-01,0,30,NA,10,0,8730,0.284,29,10768,10768,10000,768,0,0,0,2012-12-01,4417,2012-12-01
657199,0,2000-11-01,0,NA,NA,3,0,4809,0.276,8,3752,3752,3500,252,0,0,0,2013-01-01,170,2016-05-01
657208,0,2007-04-01,0,NA,NA,5,0,8650,0.512,7,12030,12006,7661,3766,0,604,7,2012-04-01,40,2012-08-01
657219,1,1991-10-01,0,3,NA,11,0,870,0.041,34,2968,2965,1197,1744,28.10820615,0,0,2011-11-01,50,2016-05-01
657220,0,1985-06-01,3,NA,NA,5,0,1556,0.216,6,7097,7097,6500,597,0,0,0,2014-02-01,225,2015-06-01
657244,0,1970-08-01,0,79,NA,10,0,17034,0.854,21,25107,24479,20000,5107,0,0,0,2014-02-01,529,2014-02-01
657319,0,1971-01-01,3,NA,NA,19,0,30194,0.275,34,21449,21449,20000,1449,0,0,0,2011-08-01,19080,2016-05-01
657321,0,1998-08-01,0,NA,NA,5,0,4516,0.186,15,6515,6515,6000,515,0,0,0,2014-02-01,188,2014-02-01
657325,0,1993-04-01,1,NA,59,10,2,11757,0.255,18,10618,10618,5149,1679,0,3791,174,2012-09-01,361,2013-02-01
657326,0,1998-01-01,3,63,NA,18,0,10639,0.628,30,6056,6043,3922,2135,0,0,0,2012-04-01,434,2016-05-01
657334,0,2006-05-01,0,NA,NA,5,0,19,0.001,10,7029,7005,6104,774,0,152,2,2013-09-01,223,2014-02-01
657337,0,1996-10-01,1,NA,NA,8,0,2120,0.057,20,27465,27465,21000,6465,0,0,0,2016-04-01,458,2016-04-01
657342,0,2004-01-01,0,38,NA,9,0,2787,0.244,17,8083,8055,7200,883,0,0,0,2014-02-01,264,2015-10-01
657350,0,2001-05-01,0,NA,NA,5,0,3888,0.362,8,11104,11076,10000,1104,0,0,0,2014-02-01,316,2014-02-01
657352,0,2001-12-01,0,NA,NA,13,0,9419,0.212,24,19508,19508,17000,2508,0,0,0,2013-05-01,283,2016-05-01
657358,0,2005-04-01,0,NA,NA,7,0,21646,0.796,14,24798,24798,20001,4798,0,0,0,2014-02-01,705,2015-07-01
657378,0,1999-10-01,0,71,NA,15,0,12389,0.243,37,26263,25738,25000,1263,0,0,0,2011-08-01,22192,2015-05-01
657388,0,1998-11-01,1,NA,NA,3,0,23469,0.994,6,5315,5049,3405,1911,0,0,0,2012-09-01,400,2016-05-01
657404,0,1993-10-01,0,35,NA,6,0,7308,0.359,21,9805,9778,9000,805,0,0,0,2014-01-01,295,2016-05-01
657408,0,1992-12-01,0,61,NA,13,0,52639,0.079,36,3350,3350,3000,350,0,0,0,2014-02-01,97,2014-02-01
657410,0,2004-03-01,0,NA,NA,3,0,2735,0.943,6,5388,5388,4000,1388,0,0,0,2015-01-01,1212,2016-03-01
657411,2,1984-10-01,0,6,NA,7,0,13481,0.87,13,8923,8865,7700,1223,0,0,0,2013-04-01,2654,2015-03-01
657427,0,1993-04-01,0,NA,NA,15,0,49148,0.955,31,14175,14175,10000,4175,0,0,0,2015-03-01,2711,2016-05-01
657428,0,1998-08-01,3,60,NA,9,0,10305,0.603,38,5557,5557,4800,757,0,0,0,2012-03-01,4169,2012-03-01
657465,0,1999-07-01,1,NA,NA,4,0,4540,0.946,24,10088,9584,10000,88,0,0,0,2011-03-01,10089,2014-12-01
657476,0,2003-10-01,0,45,NA,13,0,7681,0.6,16,4716,4716,4375,341,0,0,0,2012-03-01,35,2016-01-01
657487,0,1999-05-01,0,59,NA,3,0,7987,0.859,16,5388,5388,4500,888,0,0,0,2013-07-01,925,2013-08-01
657546,0,1985-12-01,0,37,NA,9,0,30285,0.404,22,12239,12211,11000,1239,0,0,0,2013-08-01,2371,2013-08-01
657556,0,1997-09-01,2,NA,NA,8,0,2874,0.21,20,12856,12856,10000,2856,0,0,0,2015-12-01,640,2016-05-01
657563,0,1991-12-01,0,47,NA,11,0,18629,0.563,24,17476,17476,13475,4001,0,0,0,2016-03-01,2,2016-03-01
657579,0,1998-10-01,1,NA,NA,10,0,683,0.028,14,3331,3220,3000,331,0,0,0,2014-03-01,96,2015-11-01
657589,0,2007-02-01,0,NA,NA,5,0,8367,0.797,6,3886,3886,2920,916,0,51,1,2013-07-01,133,2013-11-01
657610,0,1996-09-01,3,NA,NA,12,0,71182,0.98,21,13062,13062,10000,3062,0,0,0,2014-02-01,397,2015-12-01
657622,0,2006-03-01,0,NA,NA,13,0,10531,0.609,17,7562,7562,6200,1362,0,0,0,2013-03-01,2417,2013-03-01
657631,0,2003-05-01,0,NA,NA,7,0,18690,0.85,11,14200,14200,12300,1900,0,0,0,2013-05-01,420,2013-05-01
657660,0,2004-01-01,1,33,NA,9,0,10677,0.68,18,30113,30113,19200,10913,0,0,0,2016-02-01,502,2016-02-01
657666,1,1995-08-01,0,22,NA,6,0,28712,0.938,24,30908,30876,24250,6615,42.86999969,0,0,2014-03-01,906,2014-03-01
657671,0,2002-01-01,0,NA,NA,7,0,14335,0.502,12,23042,23038,17000,6042,0,0,0,2016-02-01,384,2016-03-01
657682,0,2000-02-01,0,NA,NA,4,0,13315,0.876,12,15460,15460,12000,3460,0,0,0,2013-12-01,6486,2016-02-01
657690,0,2003-01-01,1,NA,NA,8,0,6452,0.561,21,6633,6600,5000,1633,0,0,0,2014-02-01,2559,2016-04-01
657705,0,2000-06-01,1,NA,NA,10,0,6168,0.29,14,13758,13673,12250,1508,0,0,0,2014-01-01,826,2015-08-01
657718,1,1984-11-01,2,3,NA,23,0,4886,0.155,39,8820,8820,8000,820,0,0,0,2012-01-01,6144,2012-01-01
657727,1,2006-10-01,0,20,NA,8,0,4585,0.605,9,12752,12717,9250,3502,0,0,0,2013-11-01,140,2016-05-01
657767,1,2004-08-01,1,19,NA,16,0,11546,0.368,24,10782,10782,8400,2382,0,0,0,2013-09-01,3810,2013-09-01
657769,1,1998-05-01,1,11,NA,14,0,23579,0.724,31,13704,13704,10000,3704,0,0,0,2014-11-01,3442,2014-11-01
657771,0,2000-08-01,1,NA,NA,9,0,7097,0.12,34,21249,21249,20000,1249,0,0,0,2013-01-01,57,2013-02-01
657863,0,1992-08-01,0,NA,NA,4,0,7086,0.296,5,7773,7773,7000,773,0,0,0,2014-02-01,222,2014-02-01
657891,0,1998-01-01,0,NA,NA,9,0,9415,0.002,19,8823,8811,5600,3223,0,0,0,2013-02-01,44,2016-05-01
657900,0,1997-09-01,2,NA,NA,7,0,1482,0.265,24,2331,2331,1787,459,0,86,1,2013-01-01,99,2013-06-01
657915,0,1999-04-01,0,NA,NA,10,0,11345,0.409,23,27810,27746,22000,5810,0,0,0,2013-08-01,13336,2016-05-01
657924,0,2001-04-01,0,NA,NA,3,0,13522,0.98,3,18099,18099,14000,4099,0,0,0,2014-02-01,555,2016-04-01
657934,0,1978-11-01,0,NA,NA,4,0,143010,0.869,19,11226,11226,10000,1226,0,0,0,2014-02-01,345,2014-02-01
657962,0,1995-03-01,0,46,NA,5,0,0,0,12,9378,8448,8400,978,0,0,0,2014-02-01,271,2014-02-01
657990,0,1989-02-01,0,NA,NA,8,0,4049,0.413,40,8846,8846,7500,1346,0,0,0,2013-04-01,5027,2013-04-01
657997,0,2001-01-01,0,NA,NA,10,0,14155,0.461,16,23594,22974,20000,3594,0,0,0,2013-12-01,2033,2016-05-01
658019,0,2004-12-01,0,38,NA,6,0,3705,0.823,8,6462,6462,5000,1462,0,0,0,2015-11-01,110,2015-10-01
658070,0,1979-04-01,1,NA,NA,5,0,16308,0.418,19,12839,12783,11500,1339,0,0,0,2014-02-01,385,2014-02-01
658148,0,2002-04-01,0,NA,NA,5,0,18276,0.834,17,22583,22549,17000,5583,0,0,0,2014-11-01,5735,2014-11-01
658167,0,2005-06-01,3,NA,NA,5,0,3168,0.333,8,9428,9428,8500,928,0,0,0,2012-07-01,5071,2012-07-01
658170,0,2001-01-01,2,NA,NA,8,0,6243,0.686,16,1636,1636,1500,136,0,0,0,2011-11-01,1366,2015-07-01
658182,0,2000-07-01,0,NA,NA,11,0,7435,0.641,32,7036,7036,6500,536,0,0,0,2013-03-01,2322,2013-02-01
658186,0,1990-06-01,0,NA,NA,8,0,140820,0.762,19,23360,23331,20000,3360,0,0,0,2014-02-01,662,2016-05-01
658204,0,1999-11-01,0,NA,NA,8,0,11254,0.485,15,10393,10367,9081,1092,0,221,40,2013-11-01,309,2014-03-01
658208,1,1993-08-01,0,13,NA,12,0,25042,0.497,32,30930,30745,25000,5930,0,0,0,2012-08-01,20280,2012-08-01
658224,0,1998-08-01,0,NA,NA,9,0,113671,0.7,20,12753,12753,12000,753,0,0,0,2012-02-01,8665,2016-05-01
658227,0,2006-11-01,1,NA,NA,8,0,2739,0.351,17,10162,10162,7200,2962,0,0,0,2015-01-01,2252,2015-03-01
658238,0,2002-09-01,2,NA,NA,10,0,7901,0.309,19,33000,32967,19701,12283,28.67,988,178,2015-05-01,629,2015-12-01
658247,0,2000-02-01,4,NA,NA,10,0,268,0.013,18,13415,12800,12000,1415,0,0,0,2012-09-01,6494,2012-09-01
658251,0,2002-11-01,0,NA,NA,11,0,11739,0.838,22,11617,11530,10000,1617,0,0,0,2014-02-01,350,2015-10-01
658256,0,2001-01-01,0,NA,NA,19,0,6764,0.101,30,6516,6516,6000,516,0,0,0,2014-02-01,200,2014-02-01
658265,0,1993-08-01,2,NA,NA,6,0,23061,0.857,23,13005,13005,9600,3405,0,0,0,2015-11-01,860,2016-05-01
658285,0,1996-08-01,0,35,NA,7,0,13324,0.79,21,19127,19127,15000,4101,25.23000011,0,0,2014-02-01,574,2014-02-01
658311,0,1969-09-01,0,NA,NA,9,0,3582,0.076,27,8688,8656,8000,688,0,0,0,2014-02-01,267,2014-02-01
658322,1,2003-02-01,0,12,NA,5,0,7848,0.779,19,9344,9344,8000,1344,0,0,0,2014-02-01,267,2016-04-01
658339,0,1996-10-01,0,NA,NA,5,0,22114,0.881,16,16264,16264,14000,2264,0,0,0,2014-02-01,505,2014-02-01
658342,0,2003-10-01,0,58,NA,11,0,8212,0.595,19,11771,11738,9000,2771,0,0,0,2016-02-01,196,2016-02-01
658355,0,2001-01-01,1,55,NA,11,0,2175,0.177,21,1207,1207,930,228,0,50,1,2012-10-01,59,2013-03-01
658390,0,1997-12-01,0,NA,NA,9,0,9660,0.761,20,9809,9809,9000,809,0,0,0,2013-10-01,1335,2013-10-01
658399,0,2005-12-01,2,NA,NA,9,0,3315,0.217,13,2619,2619,1379,1021,0,220,2,2012-11-01,115,2013-04-01
658407,0,2004-11-01,0,NA,NA,7,0,3765,0.163,15,10918,10918,10000,918,0,0,0,2014-02-01,339,2014-02-01
658408,2,1998-12-01,2,19,87,17,1,9618,0.493,22,7401,7401,6000,1401,0,0,0,2014-02-01,219,2016-05-01
658423,0,2000-02-01,2,NA,NA,6,0,19894,0.737,30,3179,3179,3000,179,0,0,0,2012-04-01,2405,2012-04-01
658430,0,1999-09-01,3,38,NA,7,0,6357,0.25,21,30674,30643,25000,5674,0,0,0,2014-02-01,878,2014-02-01
658457,0,1992-01-01,0,NA,NA,9,0,15588,0.732,31,2337,2337,2000,337,0,0,0,2013-08-01,450,2013-08-01
658464,1,2000-05-01,1,12,NA,13,0,5947,0.7,21,9843,9843,7200,2643,0,0,0,2016-02-01,164,2016-02-01
658473,0,1982-05-01,1,NA,NA,9,0,42737,0.693,29,23363,22779,20000,3363,0,0,0,2013-06-01,4404,2016-05-01
658485,0,2005-08-01,0,NA,NA,5,0,2215,0.515,7,5989,5967,5063,789,44.72359496,93,1,2013-07-01,28,2013-11-01
658517,0,1997-09-01,1,52,NA,6,0,10692,0.898,18,27169,27131,18250,8919,0,0,0,2015-08-01,3085,2016-03-01
658521,0,2004-09-01,0,NA,NA,6,0,1320,0.143,6,4344,4344,4000,344,0,0,0,2014-03-01,132,2014-02-01
658545,0,1994-09-01,1,NA,NA,5,0,797,0.797,15,9557,9521,6600,2957,0,0,0,2016-02-01,159,2016-02-01
658546,0,1998-09-01,0,52,NA,6,0,9202,0.526,8,8948,8948,8000,948,0,0,0,2012-11-01,264,2012-11-01
658549,0,2005-02-01,1,NA,NA,19,0,5797,0.389,24,11180,11180,10000,1180,0,0,0,2014-03-01,35,2016-05-01
658553,0,2001-09-01,0,NA,NA,5,0,23592,0.786,14,15366,15366,13500,1866,0,0,0,2013-01-01,5799,2013-02-01
658561,0,2000-02-01,0,47,NA,5,0,4500,0.145,13,17708,17708,15000,2708,0,0,0,2014-02-01,531,2016-05-01
658565,0,1994-07-01,1,NA,NA,13,0,10540,0.292,17,3808,3808,3600,208,0,0,0,2012-03-01,212,2016-05-01
